"word","spelling","IPA_correct","Notes_1","Notes_2","Notes_3","Notes_4"
"estremecer","['iʃ.tɾɨ.mɨ.ˈseɾ']",,,,,"No error"
"arrepiar",,"['ɐ.Rɨ.ˈpi.aɾ']","false diphthong",,,"Error"
"amuleto","['ɐ.mu.ˈle.tu']",,,,,"No error"
"talismã","['tɐ.liʒ.ˈmɐ̃']",,,,,"No error"
"ganhar","['ɡɐ.ˈɲaɾ']",,,,,"No error"
"receber","['Rɨ.sɨ.ˈbeɾ']",,,,,"No error"
"crescer","['kɾɨʃ.ˈseɾ']",,,,,"No error"
"embondeiro","['ẽ.bõ.ˈdɐj.ɾu']",,,,,"No error"
"legislar","['lɨ.ʒiʒ.ˈlaɾ']",,,,,"No error"
"colocar","['ku.lu.ˈkaɾ']",,,,,"No error"
"pavimentar","['pɐ.vi.mẽ.ˈtaɾ']",,,,,"No error"
"calcetar","['kaɫ.sɨ.ˈtaɾ']",,,,,"No error"
"penetrar","['pɨ.nɨ.ˈtɾaɾ']",,,,,"No error"
"ofuscar","['ɔ.fuʃ.ˈkaɾ']",,,,,"No error"
"cansar","['kɐ̃.ˈsaɾ']",,,,,"No error"
"arquejar","['ɐɾ.kɨ.ˈʒaɾ']",,,,,"No error"
"capataz","['kɐ.pɐ.ˈtaʃ']",,,,,"No error"
"contramestre","['kõ.tɾɐ.ˈmɛʃ.tɾɨ']",,,,,"No error"
"escapar","['iʃ.kɐ.ˈpaɾ']",,,,,"No error"
"fugir","['fu.ˈʒiɾ']",,,,,"No error"
"opróbrio","['ɔ.ˈpɾɔ.bɾju']",,,,,"No error"
"embargo","['ẽ.ˈbaɾ.ɡu']",,,,,"No error"
"disprósio","['diʃ.ˈpɾɔ.zju']",,,,,"No error"
"transportar","['tɾɐ̃ʃ.puɾ.ˈtaɾ']",,,,,"No error"
"castigar","['kɐʃ.ti.ˈɡaɾ']",,,,,"No error"
"jovial",,"['ʒu.ˈvi.aɫ']","false diphthong",,,"Error"
"jovialidade","['ʒu.vjɐ.li.ˈda.dɨ']",,,,,"No error"
"caber","['kɐ.ˈbeɾ']",,,,,"No error"
"rabo","['ˈRa.bu']",,,,,"No error"
"quatrocentos","['kwa.tɾu.ˈsẽ.tuʃ']",,,,,"No error"
"caldo","['ˈkaɫ.du']",,,,,"No error"
"calçar","['kaɫ.ˈsaɾ']",,,,,"No error"
"caçar","['kɐ.ˈsaɾ']",,,,,"No error"
"descascar","['dɨʃ.kɐʃ.ˈkaɾ']",,,,,"No error"
"apanhar","['ɐ.pɐ.ˈɲaɾ']",,,,,"No error"
"conter","['kõ.ˈteɾ']",,,,,"No error"
"lembrar","['lẽ.ˈbɾaɾ']",,,,,"No error"
"livrar","['li.ˈvɾaɾ']",,,,,"No error"
"labutar","['lɐ.bu.ˈtaɾ']",,,,,"No error"
"atar","['ɐ.ˈtaɾ']",,,,,"No error"
"iluminar","['i.lu.mi.ˈnaɾ']",,,,,"No error"
"alumiar",,"['ɐ.lu.ˈmi.aɾ']","false diphthong",,,"Error"
"brilhar","['bɾi.ˈʎaɾ']",,,,,"No error"
"luzir","['lu.ˈziɾ']",,,,,"No error"
"mencionar","['mẽ.sju.ˈnaɾ']",,,,,"No error"
"secar","['sɨ.ˈkaɾ']",,,,,"No error"
"enxugar","['ẽ.ʃu.ˈɡaɾ']",,,,,"No error"
"seduzir","['sɨ.du.ˈziɾ']",,,,,"No error"
"passar","['pɐ.ˈsaɾ']",,,,,"No error"
"lisonjear",,"['li.zõ.ˈʒi.aɾ']","false diphthong",,,"Error"
"bajular","['bɐ.ʒu.ˈlaɾ']",,,,,"No error"
"adular","['ɐ.du.ˈlaɾ']",,,,,"No error"
"respeitar","['Rɨʃ.pɐj.ˈtaɾ']",,,,,"No error"
"moer","['ˈmweɾ']",,,,,"No error"
"oscilar","['ɔʃ.si.ˈlaɾ']",,,,,"No error"
"baloiçar","['bɐ.loj.ˈsaɾ']",,,,,"No error"
"escorregar","['iʃ.ku.Rɨ.ˈɡaɾ']",,,,,"No error"
"tropeçar","['tɾu.pɨ.ˈsaɾ']",,,,,"No error"
"sovar","['su.ˈvaɾ']",,,,,"No error"
"espancar","['iʃ.pɐ̃.ˈkaɾ']",,,,,"No error"
"enrolar","['ẽ.Ru.ˈlaɾ']",,,,,"No error"
"envolver","['ẽ.voɫ.ˈveɾ']",,,,,"No error"
"enroupar","['ẽ.Row.ˈpaɾ']",,,,,"No error"
"transmitir","['tɾɐ̃ʒ.mi.ˈtiɾ']",,,,,"No error"
"alongar","['ɐ.lõ.ˈɡaɾ']",,,,,"No error"
"rolar","['Ru.ˈlaɾ']",,,,,"No error"
"alugar","['ɐ.lu.ˈɡaɾ']",,,,,"No error"
"pagar","['pɐ.ˈɡaɾ']",,,,,"No error"
"lidar","['li.ˈdaɾ']",,,,,"No error"
"debater","['dɨ.bɐ.ˈteɾ']",,,,,"No error"
"ler","['ˈleɾ']",,,,,"No error"
"amadurecer","['ɐ.mɐ.du.ɾɨ.ˈseɾ']",,,,,"No error"
"emagrecer","['i.mɐ.ɡɾɨ.ˈseɾ']",,,,,"No error"
"maracujá","['mɐ.ɾɐ.ku.ˈʒa']",,,,,"No error"
"enfeitiçar","['ẽ.fɐj.ti.ˈsaɾ']",,,,,"No error"
"garagista","['ɡɐ.ɾɐ.ˈʒiʃ.tɐ']",,,,,"No error"
"criada","['kɾi.ˈa.dɐ']",,,,,"No error"
"meter","['mɨ.ˈteɾ']",,,,,"No error"
"reagir","['Rjɐ.ˈʒiɾ']",,,,,"No error"
"palpitar","['paɫ.pi.ˈtaɾ']",,,,,"No error"
"medir","['mɨ.ˈdiɾ']",,,,,"No error"
"cavar","['kɐ.ˈvaɾ']",,,,,"No error"
"escavar","['iʃ.kɐ.ˈvaɾ']",,,,,"No error"
"minguar","['mĩ.ˈɡwaɾ']",,,,,"No error"
"intimidar","['ĩ.ti.mi.ˈdaɾ']",,,,,"No error"
"advertir","['ɐd.vɨɾ.ˈtiɾ']",,,,,"No error"
"embeber","['ẽ.bɨ.ˈbeɾ']",,,,,"No error"
"desgostar","['dɨʒ.ɡuʃ.ˈtaɾ']",,,,,"No error"
"magoar","['mɐ.ˈɡwaɾ']",,,,,"No error"
"entristecer","['ẽ.tɾiʃ.tɨ.ˈseɾ']",,,,,"No error"
"enganar","['ẽ.ɡɐ.ˈnaɾ']",,,,,"No error"
"endireita","['ẽ.di.ˈɾɐj.tɐ']",,,,,"No error"
"insistir","['ĩ.siʃ.ˈtiɾ']",,,,,"No error"
"soldar","['soɫ.ˈdaɾ']",,,,,"No error"
"encher","['ẽ.ˈʃeɾ']",,,,,"No error"
"impregnar","['ĩ.pɾɨ.ˈɡnaɾ']",,,,,"No error"
"ensopar","['ẽ.su.ˈpaɾ']",,,,,"No error"
"pedir","['pɨ.ˈdiɾ']",,,,,"No error"
"mendigar","['mẽ.di.ˈɡaɾ']",,,,,"No error"
"entender","['ẽ.tẽ.ˈdeɾ']",,,,,"No error"
"perceber","['pɨɾ.sɨ.ˈbeɾ']",,,,,"No error"
"atalho","['ɐ.ˈta.ʎu']",,,,,"No error"
"assustar","['ɐ.suʃ.ˈtaɾ']",,,,,"No error"
"amedrontar","['ɐ.mɨ.dɾõ.ˈtaɾ']",,,,,"No error"
"parteira","['pɐɾ.ˈtɐj.ɾɐ']",,,,,"No error"
"esporádico","['iʃ.pu.ˈɾa.di.ku']",,,,,"No error"
"tacitamente","['ta.si.tɐ.ˈmẽ.tɨ']",,,,,"No error"
"mulherengo","['mu.ʎɨ.ˈɾẽ.ɡu']",,,,,"No error"
"professor","['pɾu.ʃɨ.ˈsoɾ']",,,,,"No error"
"cura","['ˈku.ɾɐ']",,,,,"No error"
"secretária","['sɨ.kɾɨ.ˈta.ɾjɐ']",,,,,"No error"
"escrivaninha","['iʃ.kɾi.vɐ.ˈni.ɲɐ']",,,,,"No error"
"chita","['ˈʃi.tɐ']",,,,,"No error"
"técnica","['ˈtɛk.ni.kɐ']",,,,,"No error"
"tática","['ˈta.ti.kɐ']",,,,,"No error"
"táxi","['ˈta.ksi']",,,,,"No error"
"terceira","['tɨɾ.ˈsɐj.ɾɐ']",,,,,"No error"
"tremer","['tɾɨ.ˈmeɾ']",,,,,"No error"
"trezentos","['tɾɨ.ˈzẽ.tuʃ']",,,,,"No error"
"escorar","['iʃ.ku.ˈɾaɾ']",,,,,"No error"
"afligir","['ɐ.fli.ˈʒiɾ']",,,,,"No error"
"atormentar","['ɐ.tuɾ.mẽ.ˈtaɾ']",,,,,"No error"
"tombar","['tõ.ˈbaɾ']",,,,,"No error"
"estatelar","['iʃ.tɐ.tɨ.ˈlaɾ']",,,,,"No error"
"terminar","['tɨɾ.mi.ˈnaɾ']",,,,,"No error"
"empregar",,"[ẽ.pɾɨ.ˈɡaɾ]","empty",,,"Error"
"utilizar","['u.tɨ.li.ˈzaɾ']",,,,,"No error"
"vingar","['vĩ.ˈɡaɾ']",,,,,"No error"
"avariar","['ɐ.vɐ.ɾj.ˈaɾ']",,,,,"No error"
"estragar","['iʃ.tɾɐ.ˈɡaɾ']",,,,,"No error"
"rebocar","['Rɨ.bu.ˈkaɾ']",,,,,"No error"
"irritar","['i.Ri.ˈtaɾ']",,,,,"No error"
"chatear",,"['ʃɐ.ˈti.aɾ']","false diphthong",,,"Error"
"seguir","['sɨ.ˈɡiɾ']",,,,,"No error"
"vigiar",,"['vi.ˈʒi.aɾ']","false diphthong",,,"Error"
"extorquir","['ɐjʃ.tuɾ.ˈkiɾ']",,,,,"No error"
"roubar","['Row.ˈbaɾ']",,,,,"No error"
"convir","['kõ.ˈviɾ']",,,,,"No error"
"frutificar","['fɾu.ti.fi.ˈkaɾ']",,,,,"No error"
"reparar","['Rɨ.pɐ.ˈɾaɾ']",,,,,"No error"
"definhar","['dɨ.fi.ˈɲaɾ']",,,,,"No error"
"enfraquecer","['ẽ.fɾɐ.kɨ.ˈseɾ']",,,,,"No error"
"debilitar","['dɨ.bɨ.li.ˈtaɾ']",,,,,"No error"
"chutar","['ʃu.ˈtaɾ']",,,,,"No error"
"pontapear",,"['põ.tɐ.ˈpi.aɾ']","false diphthong",,,"Error"
"sujar","['su.ˈʒaɾ']",,,,,"No error"
"poluir","['pu.ˈlwiɾ']",,,,,"No error"
"turvar","['tuɾ.ˈvaɾ']",,,,,"No error"
"enxaguar","['ẽ.ʃɐ.ˈɡwaɾ']",,,,,"No error"
"radiografia","['Ra.dju.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"kart","['ˈkaɾt']",,,,,"No error"
"arredores","['ɐ.Rɨ.ˈdɔ.ɾɨʃ']",,,,,"No error"
"cercanias","['sɨɾ.kɐ.ˈni.ɐʃ']",,,,,"No error"
"errar","['i.ˈRaɾ']",,,,,"No error"
"armar","['ɐɾ.ˈmaɾ']",,,,,"No error"
"achar","['ɐ.ˈʃaɾ']",,,,,"No error"
"mordiscar","['muɾ.diʃ.ˈkaɾ']",,,,,"No error"
"alazão","['ɐ.lɐ.ˈzɐ̃w̃']",,,,,"No error"
"forense","['fu.ˈɾẽ.sɨ']",,,,,"No error"
"arteriosclerose","['ɐɾ.tɛ.ɾjɔʃ.klɨ.ˈɾɔ.zɨ']",,,,,"No error"
"adjudicação","['ɐ.dʒu.di.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"adjudicador","['ɐ.dʒu.di.kɐ.ˈdoɾ']",,,,,"No error"
"descer","['dɨʃ.ˈseɾ']",,,,,"No error"
"despedir","['dɨʃ.pɨ.ˈdiɾ']",,,,,"No error"
"desmaiar","['dɨʒ.maj.ˈaɾ']",,,,,"No error"
"decidir","['dɨ.sɨ.ˈdiɾ']",,,,,"No error"
"resolver","['Rɨ.zoɫ.ˈveɾ']",,,,,"No error"
"esmagar","['iʒ.mɐ.ˈɡaɾ']",,,,,"No error"
"escancarar","['iʃ.kɐ̃.kɐ.ˈɾaɾ']",,,,,"No error"
"feder","['fɨ.ˈdeɾ']",,,,,"No error"
"ferir","['fɨ.ˈɾiɾ']",,,,,"No error"
"fingir","['fĩ.ˈʒiɾ']",,,,,"No error"
"esfregar","['iʃ.fɾɨ.ˈɡaɾ']",,,,,"No error"
"arejar","['ɐ.ɾɨ.ˈʒaɾ']",,,,,"No error"
"forrar","['fu.ˈRaɾ']",,,,,"No error"
"rasgar","['Rɐʒ.ˈɡaɾ']",,,,,"No error"
"dilacerar","['di.lɐ.sɨ.ˈɾaɾ']",,,,,"No error"
"arranhar","['ɐ.Rɐ.ˈɲaɾ']",,,,,"No error"
"fundir","['fũ.ˈdiɾ']",,,,,"No error"
"aguardar","['ɐ.ɡwɐɾ.ˈdaɾ']",,,,,"No error"
"despedaçar","['dɨʃ.pɨ.dɐ.ˈsaɾ']",,,,,"No error"
"piolho","['ˈpjo.ʎu']",,,,,"No error"
"agradar","['ɐ.ɡɾɐ.ˈdaɾ']",,,,,"No error"
"gerar","['ʒɨ.ˈɾaɾ']",,,,,"No error"
"gingar","['ʒĩ.ˈɡaɾ']",,,,,"No error"
"esvaziar",,"['iʒ.vɐ.ˈzi.aɾ']","false diphthong",,,"Error"
"rótula","['ˈRɔ.tu.lɐ']",,,,,"No error"
"acreditar","['ɐ.kɾɨ.di.ˈtaɾ']",,,,,"No error"
"crer","['ˈkɾeɾ']",,,,,"No error"
"queimar","['kɐj.ˈmaɾ']",,,,,"No error"
"esquentar","['iʃ.kẽ.ˈtaɾ']",,,,,"No error"
"criar","['kɾi.ˈaɾ']",,,,,"No error"
"carregar","['kɐ.Rɨ.ˈɡaɾ']",,,,,"No error"
"raspar","['Rɐʃ.ˈpaɾ']",,,,,"No error"
"conversar","['kõ.vɨɾ.ˈsaɾ']",,,,,"No error"
"coser","['ku.ˈzeɾ']",,,,,"No error"
"correr","['ku.ˈReɾ']",,,,,"No error"
"fluir","['ˈflwiɾ']",,,,,"No error"
"encontrar","['ẽ.kõ.ˈtɾaɾ']",,,,,"No error"
"socar","['su.ˈkaɾ']",,,,,"No error"
"responder","['Rɨʃ.põ.ˈdeɾ']",,,,,"No error"
"pensar","['pẽ.ˈsaɾ']",,,,,"No error"
"convidar","['kõ.vi.ˈdaɾ']",,,,,"No error"
"nadar","['nɐ.ˈdaɾ']",,,,,"No error"
"arranjar","['ɐ.Rɐ̃.ˈʒaɾ']",,,,,"No error"
"herdar","['eɾ.ˈdaɾ']",,,,,"No error"
"largar","['lɐɾ.ˈɡaɾ']",,,,,"No error"
"ressonar","['Rɨ.su.ˈnaɾ']",,,,,"No error"
"moca","['ˈmɔ.kɐ']",,,,,"No error"
"fileira","['fi.ˈlɐj.ɾɐ']",,,,,"No error"
"mandar","['mɐ̃.ˈdaɾ']",,,,,"No error"
"querer","['kɨ.ˈɾeɾ']",,,,,"No error"
"máscara","['ˈmaʃ.kɐ.ɾɐ']",,,,,"No error"
"navegar","['nɐ.vɨ.ˈɡaɾ']",,,,,"No error"
"resmungar","['Rɨʒ.mũ.ˈɡaɾ']",,,,,"No error"
"pálpebra","['ˈpaɫ.pɨ.bɾɐ']",,,,,"No error"
"vapor","['vɐ.ˈpoɾ']",,,,,"No error"
"perto","['ˈpɛɾ.tu']",,,,,"No error"
"óculos","['ˈɔ.ku.luʃ']",,,,,"No error"
"coreto","['ku.ˈɾe.tu']",,,,,"No error"
"tenaz","['tɨ.ˈnaʃ']",,,,,"No error"
"cabra","['ˈka.bɾɐ']",,,,,"No error"
"alfaiate","['aɫ.fɐj.ˈa.tɨ']",,,,,"No error"
"curto","['ˈkuɾ.tu']",,,,,"No error"
"entrega","['ẽ.ˈtɾɛ.ɡɐ']",,,,,"No error"
"entregar","['ẽ.tɾɨ.ˈɡaɾ']",,,,,"No error"
"escadaria","['iʃ.kɐ.dɐ.ˈɾi.ɐ']",,,,,"No error"
"enroscar","['ẽ.Ruʃ.ˈkaɾ']",,,,,"No error"
"intrigar","['ĩ.tɾi.ˈɡaɾ']",,,,,"No error"
"balançar","['bɐ.lɐ̃.ˈsaɾ']",,,,,"No error"
"chamar","['ʃɐ.ˈmaɾ']",,,,,"No error"
"resumo","['Rɨ.ˈzu.mu']",,,,,"No error"
"puxar","['pu.ˈʃaɾ']",,,,,"No error"
"morcego","['muɾ.ˈse.ɣu']",,,,,"No error"
"barrote","['bɐ.ˈRɔ.tɨ']",,,,,"No error"
"floresta","['fłu.ˈrɛʃ.tɜ']",,,,,"No error"
"cuspo","['ˈkuʃ.pu']",,,,,"No error"
"bambu","['bɐ̃.ˈbu']",,,,,"No error"
"tambor","['tɐ̃.ˈboɾ']",,,,,"No error"
"machado","['mɐ.ˈʃa.du']",,,,,"No error"
"abelha","['ɐ.ˈbɐj.ʎɐ']",,,,,"No error"
"goma","['ˈɡo.mɐ']",,,,,"No error"
"fécula","['ˈfɛ.ku.lɐ']",,,,,"No error"
"site","['ˈsaj.tɨ']",,,,,"No error"
"louvor","['low.ˈvoɾ']",,,,,"No error"
"helénico","['e.ˈlɛ.ni.ku']",,,,,"No error"
"deliberação","['dɨ.li.bɨ.ɾɐ.ˈsɐ̃w̃']",,,,,"No error"
"resolução","['Rɨ.zu.lu.ˈsɐ̃w̃']",,,,,"No error"
"andrógino","['ɐ̃.ˈdɾɔ.ʒi.nu']",,,,,"No error"
"despoletar","['dɨʃ.pu.lɨ.ˈtaɾ']",,,,,"No error"
"lide","['ˈli.dɨ']",,,,,"No error"
"mister","['miʃ.ˈtɛɾ']",,,,,"No error"
"alongamento","['ɐ.lõ.ɡɐ.ˈmẽ.tu']",,,,,"No error"
"resenha","['Rɨ.ˈzɐj.ɲɐ']",,,,,"No error"
"vedado","['vɨ.ˈda.du']",,,,,"No error"
"reativo",,"['Ri.a.ˈti.vu']","false diphthong",,,"Error"
"celeridade","['sɨ.lɨ.ɾi.ˈda.dɨ']",,,,,"No error"
"célere","['ˈsɛ.lɨ.ɾɨ']",,,,,"No error"
"hólmio","['ˈɔɫ.mju']",,,,,"No error"
"alfândega","['aɫ.ˈfɐ̃.dɨ.ɡɐ']",,,,,"No error"
"codificar","['ku.di.fi.ˈkaɾ']",,,,,"No error"
"lavrar","['lɐ.ˈvɾaɾ']",,,,,"No error"
"responsabilidade","['Rɨʃ.põ.sɐ.bi.li.ˈda.dɨ']",,,,,"No error"
"feitor","['fɐj.ˈtoɾ']",,,,,"No error"
"ignóbil","['i.ˈɡnɔ.biɫ']",,,,,"No error"
"ignomínia","['i.ɡnu.ˈmi.njɐ']",,,,,"No error"
"indígena","['ĩ.ˈdi.ʒɨ.nɐ']",,,,,"No error"
"sigilo","['si.ˈʒi.lu']",,,,,"No error"
"chuveiro","['ʃu.ˈvɐj.ɾu']",,,,,"No error"
"indispensável","['ĩ.diʃ.pẽ.ˈsa.vɛɫ']",,,,,"No error"
"fêmea","['ˈfe.mjɐ']",,,,,"No error"
"armado","['ɐɾ.ˈma.du']",,,,,"No error"
"eletrocardiograma","['i.lɛ.tɾɔ.kaɾ.dju.ˈɡɾɐ.mɐ']",,,,,"No error"
"abrigo","['ɐ.ˈbɾi.ɡu']",,,,,"No error"
"caneca","['kɐ.ˈnɛ.kɐ']",,,,,"No error"
"namorado","['nɐ.mu.ˈɾa.du']",,,,,"No error"
"eclipse","['e.ˈkli.psɨ']",,,,,"No error"
"biogénese","['bi.ɔ.ˈʒɛ.nɨ.zɨ']",,,,,"No error"
"omnipotente","['ɔm.ni.pu.ˈtẽ.tɨ']",,,,,"No error"
"divergente","['di.vɨɾ.ˈʒẽ.tɨ']",,,,,"No error"
"farfalhar","['fɐɾ.fɐ.ˈʎaɾ']",,,,,"No error"
"filamento","['fi.lɐ.ˈmẽ.tu']",,,,,"No error"
"fluxo","['ˈflu.ksu']",,,,,"No error"
"afogar","['ɐ.fu.ˈɡaɾ']",,,,,"No error"
"fluido","['ˈfluj.du']",,,,,"No error"
"fratricídio","['fɾɐ.tɾi.ˈsi.dju']",,,,,"No error"
"nação","['nɐ.ˈsɐ̃w̃']",,,,,"No error"
"marítimo","['mɐ.ˈɾi.ti.mu']",,,,,"No error"
"digestão","['di.ʒɨʃ.ˈtɐ̃w̃']",,,,,"No error"
"circular","['siɾ.ku.ˈlaɾ']",,,,,"No error"
"casal","['kɐ.ˈzaɫ']",,,,,"No error"
"protocolo","['pɾɔ.tɔ.ˈkɔ.lu']",,,,,"No error"
"hispânico","['iʃ.ˈpɐ.ni.ku']",,,,,"No error"
"rainha","['Rɐ.ˈi.ɲɐ']",,,,,"No error"
"olhar","['ɔ.ˈʎaɾ']",,,,,"No error"
"inalação","['i.nɐ.lɐ.ˈsɐ̃w̃']",,,,,"No error"
"inalar","['i.nɐ.ˈlaɾ']",,,,,"No error"
"inumar","['i.nu.ˈmaɾ']",,,,,"No error"
"liquidação","['li.ki.dɐ.ˈsɐ̃w̃']",,,,,"No error"
"liquidar","['li.ki.ˈdaɾ']",,,,,"No error"
"interjeição","['ĩ.tɨɾ.ʒɐj.ˈsɐ̃w̃']",,,,,"No error"
"justiça","['ʒuʃ.ˈti.sɐ']",,,,,"No error"
"revolução","['Rɨ.vu.lu.ˈsɐ̃w̃']",,,,,"No error"
"ambição","['ɐ̃.bi.ˈsɐ̃w̃']",,,,,"No error"
"cabular","['kɐ.bu.ˈlaɾ']",,,,,"No error"
"isótopo","['i.zɔ.tu.pu']",,,,,"No error"
"mito","['ˈmi.tu']",,,,,"No error"
"cosmopolita","['kuʒ.mu.pu.ˈli.tɐ']",,,,,"No error"
"represa","['Rɨ.ˈpɾe.zɐ']",,,,,"No error"
"tortura","['tuɾ.ˈtu.ɾɐ']",,,,,"No error"
"fobia","['fu.ˈbi.ɐ']",,,,,"No error"
"noturno","['nɔ.ˈtuɾ.nu']",,,,,"No error"
"embaixador","['ẽ.baj.ʃɐ.ˈdoɾ']",,,,,"No error"
"achado","['ɐ.ˈʃa.du']",,,,,"No error"
"aditar","['ɐ.di.ˈtaɾ']",,,,,"No error"
"aduela","['ɐ.ˈdwɛ.lɐ']",,,,,"No error"
"arear",,"['ɐ.ˈɾi.aɾ']","false diphthong",,,"Error"
"concordante","['kõ.kuɾ.ˈdɐ̃.tɨ']",,,,,"No error"
"auscultar","['awʃ.kuɫ.ˈtaɾ']",,,,,"No error"
"competência","['kõ.pɨ.ˈtẽ.sjɐ']",,,,,"No error"
"vigência","['vi.ˈʒẽ.sjɐ']",,,,,"No error"
"fragmento","['fɾaˈɡ.mẽ.tu']",,,,,"No error"
"interpretação","['ĩ.tɨɾ.pɾɨ.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"explicação","['ɐjʃ.pli.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"exegese","['i.zɨ.ˈʒɛ.zɨ']",,,,,"No error"
"érbio","['ˈɛɾ.bju']",,,,,"No error"
"pedofilia","['pɨ.dɔ.fi.ˈli.ɐ']",,,,,"No error"
"pária","['ˈpa.ɾjɐ']",,,,,"No error"
"autóctone","['aw.ˈtok.tu.nɨ']",,,,,"No error"
"túlio","['ˈtu.lju']",,,,,"No error"
"itérbio","['i.ˈtɛɾ.bju']",,,,,"No error"
"lutécio","['lu.ˈtɛ.sju']",,,,,"No error"
"azulado","['ɐ.zu.ˈla.du']",,,,,"No error"
"amarelado","['ɐ.mɐ.ɾɨ.ˈla.du']",,,,,"No error"
"esverdeado",,"['iʒ.vɨɾ.ˈdi.a.du']","false diphthong",,,"Error"
"alaranjado","['ɐ.lɐ.ɾɐ̃.ˈʒa.du']",,,,,"No error"
"acinzentado","['ɐ.sĩ.zẽ.ˈta.du']",,,,,"No error"
"esbranquiçado","['iʒ.bɾɐ̃.ki.ˈsa.du']",,,,,"No error"
"torresmo","['tu.ˈReʒ.mu']",,,,,"No error"
"serviço","['sɨɾ.ˈvi.su']",,,,,"No error"
"háfnio","['ˈaf.nju']",,,,,"No error"
"tântalo","['ˈtɐ̃.tɐ.lu']",,,,,"No error"
"vaqueiro","['vɐ.ˈkɐj.ɾu']",,,,,"No error"
"lixeiro","['li.ˈʃɐj.ɾu']",,,,,"No error"
"urologista","['u.ɾu.lu.ˈʒiʃ.tɐ']",,,,,"No error"
"modelo","['mu.ˈde.lu']",,,,,"No error"
"lúdico","['ˈlu.di.ku']",,,,,"No error"
"cliente","['kli.ˈẽ.tɨ']",,,,,"No error"
"antiquário","['ɐ̃.ti.ˈkwa.ɾju']",,,,,"No error"
"asserção","['ɐ.sɨɾ.ˈsɐ̃w̃']",,,,,"No error"
"beato",,"['ˈbi.a.tu']","false diphthong",,,"Error"
"beata",,"['ˈbi.a.tɐ']","false diphthong",,,"Error"
"confidente","['kõ.fi.ˈdẽ.tɨ']",,,,,"No error"
"céu","['ˈsɛw']",,,,,"No error"
"curso","['ˈkuɾ.su']",,,,,"No error"
"comparar","['kõ.pɐ.ˈɾaɾ']",,,,,"No error"
"humilde","['u.ˈmiɫ.dɨ']",,,,,"No error"
"ambientalista","['ɐ̃.bjẽ.tɐ.ˈliʃ.tɐ']",,,,,"No error"
"fronteira","['fɾõ.ˈtɐj.ɾɐ']",,,,,"No error"
"bebedouro","['bɨ.bɨ.ˈdow.ɾu']",,,,,"No error"
"talento","['tɐ.ˈlẽ.tu']",,,,,"No error"
"apropriado",,"['ɐ.pɾu.ˈpɾi.a.du']","false diphthong",,,"Error"
"boçal","['bu.ˈsaɫ']",,,,,"No error"
"donzela","['dõ.ˈzɛ.lɐ']",,,,,"No error"
"enfeitar","['ẽ.fɐj.ˈtaɾ']",,,,,"No error"
"próximo","['ˈpɾɔ.si.mu']",,,,,"No error"
"sexismo","['sɛ.ˈksiʒ.mu']",,,,,"No error"
"paz","['ˈpaʃ']",,,,,"No error"
"catolicismo","['kɐ.tu.li.ˈsiʒ.mu']",,,,,"No error"
"nacionalismo","['nɐ.sju.nɐ.ˈliʒ.mu']",,,,,"No error"
"liberalismo","['li.bɨ.ɾɐ.ˈliʒ.mu']",,,,,"No error"
"populismo","['pu.pu.ˈliʒ.mu']",,,,,"No error"
"socialismo","['su.sjɐ.ˈliʒ.mu']",,,,,"No error"
"totalitarismo","['tu.tɐ.li.tɐ.ˈɾiʒ.mu']",,,,,"No error"
"globalização","['ɡlu.bɐ.li.zɐ.ˈsɐ̃w̃']",,,,,"No error"
"fundamentalismo","['fũ.dɐ.mẽ.tɐ.ˈliʒ.mu']",,,,,"No error"
"feminismo","['fɨ.mɨ.ˈniʒ.mu']",,,,,"No error"
"democracia","['dɨ.mu.kɾɐ.ˈsi.ɐ']",,,,,"No error"
"demagogia","['dɨ.mɐ.ɡu.ˈʒi.ɐ']",,,,,"No error"
"ditadura","['di.tɐ.ˈdu.ɾɐ']",,,,,"No error"
"burocracia","['bu.ɾu.kɾɐ.ˈsi.ɐ']",,,,,"No error"
"moral","['mu.ˈɾaɫ']",,,,,"No error"
"cá","['ˈka']",,,,,"No error"
"memória","['mɨ.ˈmɔ.ɾjɐ']",,,,,"No error"
"espontâneo","['iʃ.põ.ˈtɐ.nju']",,,,,"No error"
"concorrente","['kõ.ku.ˈRẽ.tɨ']",,,,,"No error"
"cautela","['kaw.ˈtɛ.lɐ']",,,,,"No error"
"vontade","['võ.ˈta.dɨ']",,,,,"No error"
"porquê","['puɾ.ˈke']",,,,,"No error"
"aposento","['ɐ.pu.ˈzẽ.tu']",,,,,"No error"
"alvíssaras","['aɫ.ˈvi.sɐ.ɾɐʃ']",,,,,"No error"
"asneira","['ɐʒ.ˈnɐj.ɾɐ']",,,,,"No error"
"honrado","['õ.ˈRa.du']",,,,,"No error"
"tungsténio","['tũɡʃ.ˈtɛ.nju']",,,,,"No error"
"volfrâmio","['voɫ.ˈfɾɐ.mju']",,,,,"No error"
"sessão","['sɨ.ˈsɐ̃w̃']",,,,,"No error"
"terror","['tɨ.ˈRoɾ']",,,,,"No error"
"louvar","['low.ˈvaɾ']",,,,,"No error"
